code,title,prereq,terms,hours,optional,description,instructor,section_head,offered_to
6.9920,Introductory Research in Electrical Engineering and Computer Science,Permission of instructor,"G (Fall, Spring, Summer)",Units arranged [P/D/F],Can be repeated for credit.,"Enrollment restricted to first-year graduate students in Electrical Engineering and Computer Science who are doing introductory research leading to an SM, EE, ECS, PhD, or ScD thesis. Opportunity to become involved in graduate research, under guidance of a staff member, on a problem of mutual interest to student and advisor. Individual programs subject to approval of professor in charge.",L. A. Kolodziejski,Non-classroom & Career,G
6.9930,Networking Seminars in EECS,,G (Fall),Units arranged [P/D/F],,"For first year Course 6 students in the SM/PhD track, who seek weekly engagement with departmental faculty and staff, to discuss topics related to the graduate student experience, and to promote a successful start to graduate school.",J. Fischer,Non-classroom & Career,G
6.9932,Introduction to Research in Electrical Engineering and Computer Science,Permission of instructor,"G (Fall, Spring, Summer)",3-0-0 units,,"Seminar on topics related to research leading to an SM, EE, ECS, PhD, or ScD thesis. Limited to first-year regular graduate students in EECS with a fellowship or teaching assistantship.",L. A. Kolodziejski,Non-classroom & Career,G
6.9940,Professional Perspective I,,"G (Fall, IAP, Spring, Summer)",0-0-1 units,Can be repeated for credit.,"Required for Course 6 students in the doctoral program to gain professional perspective in research experiences, academic experiences, and internships in electrical engineering and computer science. Professional perspective options include: internships (with industry, government or academia), industrial colloquia or seminars, research collaboration with industry or government, and professional development for entry into academia or entrepreneurial engagement. For an internship experience, an offer of employment from a company or organization is required prior to enrollment; employers must document work accomplished. A written report is required upon completion of a minimum of 4 weeks of off-campus experiences. Proposals subject to departmental approval.",Consult Department Graduate Office,Non-classroom & Career,G
6.9950,Professional Perspective II,6.9940,"G (Fall, IAP, Spring, Summer)",0-0-1 units,Can be repeated for credit.,"Required for Course 6 students in the doctoral program to gain professional perspective in research experiences, academic experiences, and internships in electrical engineering and computer science. Professional perspective options include: internships (with industry, government or academia), industrial colloquia or seminars, research collaboration with industry or government, and professional development for entry into academia or entrepreneurial engagement. For an internship experience, an offer of employment from a company or organization is required prior to enrollment; employers must document work accomplished. A written report is required upon completion of a minimum of 4 weeks of off-campus experiences. Proposals subject to departmental approval.",Consult Department Graduate Office,Non-classroom & Career,G
6.9960,Experience in Technical Communication,Permission of instructor,"G (Fall, Spring, Summer)",Units arranged [P/D/F],Can be repeated for credit.,"Provides training and practice in technical communication. Includes communication coaching, workshop facilitation, and other communication-related projects under supervision of Communication Lab staff. Students selected by interview. Enrollment limited by availability of suitable assignments. Enrollment could be limited if there isn't enough student participation.","D. Chien, D. Montgomery",Non-classroom & Career,G
6.9970,Academic Job Search,Permission of instructor,G (Fall),2-0-4 units,,"Interactive workshops and homework assignments provide guidance for the faculty application process, including CV; cover letter; research, teaching, and diversity statements; interview and job talk preparation; and post-offer negotiations. Includes perspectives of junior faculty, search committee members, and department leadership at MIT and other institutions. Academic Career Day provides opportunity for students to participate in one-on-one pre-interviews with external faculty. Preference to EECS senior PhD students and postdocs.","S. Amarasinghe, D. Montgomery",Non-classroom & Career,G
6.9990,Independent Study in Electrical Engineering and Computer Science,,"G (Fall, IAP, Spring, Summer)",Units arranged,Can be repeated for credit.,Opportunity for independent study under regular supervision by a faculty member. Projects require prior approval.,L. A. Kolodziejski,Non-classroom & Career,G
6.THG,Graduate Thesis,Permission of instructor,"G (Fall, IAP, Spring, Summer)",Units arranged,Can be repeated for credit.,"Program of research leading to the writing of an SM, EE, ECS, PhD, or ScD thesis; to be arranged by the student and an appropriate MIT faculty member.",L. A. Kolodziejski,Non-classroom & Career,G
6.THM,Master of Engineering Program Thesis,,"G (Fall, IAP, Spring, Summer)",Units arranged,Can be repeated for credit.,Program of research leading to the writing of an MEng thesis; to be arranged by the student and an appropriate MIT faculty member. Restricted to MEng graduate students.,Consult Department Undergraduate Office,Non-classroom & Career,G
6.UR,Undergraduate Research in Electrical Engineering and Computer Science,,"U (Fall, IAP, Spring, Summer)",Units arranged [P/D/F],Can be repeated for credit.,Individual research project arranged with appropriate faculty member or approved advisor. Forms and instructions for the final report are available in the EECS Undergraduate Office.,Consult Department Undergraduate Office,Non-classroom & Career,U
6.S040,Special Subject in Electrical Engineering and Computer Science,,U (Fall) Not offered regularly; consult department,3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S041,Special Subject in Electrical Engineering and Computer Science,,U (Spring),3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S042,Special Subject in Electrical Engineering and Computer Science,,U (Fall),3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S043,Special Subject in Electrical Engineering and Computer Science,,U (Fall) Not offered regularly; consult department,3-0-9 units,,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S044,Special Subject in Electrical Engineering and Computer Science,,"U (Fall, Spring) Not offered regularly; consult department",3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S045,Special Subject in Electrical Engineering and Computer Science,,U (Fall) Not offered regularly; consult department,3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S046,Special Subject in Electrical Engineering and Computer Science,,U (Spring),3-0-9 units,,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S047,Special Subject in Electrical Engineering and Computer Science,,U (Fall) Not offered regularly; consult department,3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S050,Special Subject in Electrical Engineering and Computer Science,,U (Spring) Not offered regularly; consult department,3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S051,Special Subject in Electrical Engineering and Computer Science,,U (Spring) Not offered regularly; consult department,3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S052,Special Subject in Electrical Engineering and Computer Science,,U (Spring),3-0-3 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S053,Special Subject in Electrical Engineering and Computer Science,,U (Fall),3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S054,Special Subject in Electrical Engineering and Computer Science,,U (Spring) Not offered regularly; consult department,3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S055,Special Subject in Electrical Engineering and Computer Science,,U (Fall) Not offered regularly; consult department,3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S056,Special Subject in Electrical Engineering and Computer Science,,U (Spring) Not offered regularly; consult department,3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S057,Special Subject in Electrical Engineering and Computer Science,,U (Fall) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S058,Special Subject in Electrical Engineering and Computer Science,,U (Fall) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S059,Special Subject in Electrical Engineering and Computer Science,,U (Spring),Units arranged,,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S060,Special Subject in Electrical Engineering and Computer Science,,U (Fall) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Basic undergraduate subjects not offered in the regular curriculum.,Consult Department,Special Subjects,U
6.S061,Special Subject in Electrical Engineering and Computer Science,,"U (Fall, Spring) Not offered regularly; consult department",Units arranged,Can be repeated for credit.,Basic undergraduate subjects not offered in the regular curriculum.,Consult Department,Special Subjects,U
6.S062,Special Subject in Electrical Engineering and Computer Science,,U (Fall) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S063,Special Subject in Electrical Engineering and Computer Science,,U (Spring) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S076,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (Spring) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S077,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (Spring; first half of term),Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S078,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (Fall) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S079,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (Spring),Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S080,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (Fall) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S081,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (Spring),Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S082,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (Fall) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S083,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (Fall) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S084,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (Fall) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S085,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP),Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S086,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP),Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S087,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP),Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S088,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP) Not offered regularly; consult department,Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S089,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP),Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S090,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (Summer),Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,D. M. Freeman,Special Subjects,U
6.S091,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP),Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S092,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP),Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S093,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP) Not offered regularly; consult department,Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,D. M. Freeman,Special Subjects,U
6.S094,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP) Not offered regularly; consult department,Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S095,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP),Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S096,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP),Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S097,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP),Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S098,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP),Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S099,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP) Not offered regularly; consult department,Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S183,Special Laboratory Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP) Not offered regularly; consult department,Units arranged [P/D/F],Can be repeated for credit.,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S184,Special Laboratory Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP) Not offered regularly; consult department,Units arranged [P/D/F],Can be repeated for credit.,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S185,Special Laboratory Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP) Not offered regularly; consult department,Units arranged [P/D/F],Can be repeated for credit.,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,D. M. Freeman,Special Subjects,U
6.S186,Special Laboratory Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP) Not offered regularly; consult department,Units arranged [P/D/F],Can be repeated for credit.,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S187,Special Laboratory Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP) Not offered regularly; consult department,Units arranged [P/D/F],Can be repeated for credit.,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Staff,Special Subjects,U
6.S188,Special Laboratory Subject in Electrical Engineering and Computer Science,Permission of instructor,U (Fall) Not offered regularly; consult department,Units arranged [P/D/F],Can be repeated for credit.,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,D. M. Freeman,Special Subjects,U
6.S189,Special Laboratory Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP) Not offered regularly; consult department,Units arranged [P/D/F],Can be repeated for credit.,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,D. M. Freeman,Special Subjects,U
6.S190,Special Laboratory Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP) Not offered regularly; consult department,Units arranged [P/D/F],Can be repeated for credit.,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,D. M. Freeman,Special Subjects,U
6.S191,Special Laboratory Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP),Units arranged [P/D/F],Can be repeated for credit.,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S192,Special Laboratory Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP),Units arranged [P/D/F],Can be repeated for credit.,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S193,Special Laboratory Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S197,Special Laboratory Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S193-6.S198,Special Laboratory Subject in Electrical Engineering and Computer Science,Permission of instructor,U (Fall) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Laboratory subject that covers content not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,U
6.S630,Special Subject in Engineering Leadership,,G (Spring),Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult the Gordon Engineering Leadership Program or Riccio Graduate Engineering Leadership Program to learn of offerings for a particular term.,Staff,Special Subjects,G
6.S640,Special Subject in Engineering Leadership,,G (Spring),Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult the Gordon Engineering Leadership Program or Riccio Graduate Engineering Leadership Program to learn of offerings for a particular term.,Staff,Special Subjects,G
6.S650,Special Subject in Engineering Leadership,,G (Fall),Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult the Gordon Engineering Leadership Program or Riccio Graduate Engineering Leadership Program to learn of offerings for a particular term.,Staff,Special Subjects,G
6.S660,Special Subject in Engineering Leadership,,G (Fall) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult the Gordon Engineering Leadership Program or Riccio Graduate Engineering Leadership Program to learn of offerings for a particular term.,Staff,Special Subjects,G
6.S890,Special Subject in Electrical Engineering and Computer Science,,G (Fall),3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S891,Special Subject in Electrical Engineering and Computer Science,,G (Fall) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S892,Special Subject in Electrical Engineering and Computer Science,,G (Spring) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S893,Special Subject in Electrical Engineering and Computer Science,,G (Spring),Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S894,Special Subject in Electrical Engineering and Computer Science,,G (Fall),Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S895,Special Subject in Electrical Engineering and Computer Science,,G (Spring),Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S896,Special Subject in Electrical Engineering and Computer Science,,G (Fall) Not offered regularly; consult department,3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S897,Special Subject in Computer Science,Permission of instructor,G (Spring; first half of term),Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S898,Special Subject in Computer Science,Permission of instructor,G (Fall) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S899,Special Subject in Computer Science,Permission of instructor,G (Fall),Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S911,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (Spring) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum.,Consult Department,Special Subjects,U
6.S912,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP),Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum.,Consult Department,Special Subjects,U
6.S913,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,"U (Fall, IAP, Spring) Not offered regularly; consult department",Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum.,Consult Department,Special Subjects,U
6.S914,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,"U (Fall, IAP, Spring) Not offered regularly; consult department",Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum.,Consult Department,Special Subjects,U
6.S915,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP),Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum.,Consult Department,Special Subjects,U
6.S916,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP),Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum.,Consult Department,Special Subjects,U
6.S917,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP),Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum.,Consult Department,Special Subjects,U
6.S918,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,U (IAP),Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum.,Consult Department,Special Subjects,U
6.S919,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,"U (Fall, IAP, Spring) Not offered regularly; consult department",Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum.,Consult Department,Special Subjects,U
6.S950,Special Subject in Electrical Engineering and Computer Science,,G (Spring; first half of term),Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S951,Special Subject in Electrical Engineering and Computer Science,,G (Fall),3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S952,Special Subject in Electrical Engineering and Computer Science,,G (Spring),3-0-3 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S953,Special Subject in Electrical Engineering and Computer Science,,G (Spring),3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S954,Special Subject in Electrical Engineering and Computer Science,,G (Fall) Not offered regularly; consult department,3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S955,Special Subject in Electrical Engineering and Computer Science,,G (Fall) Not offered regularly; consult department,3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S956,Special Subject in Electrical Engineering and Computer Science,,"G (Fall, Spring, Summer)",Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S960,Special Studies: Electrical Engineering and Computer Science,,"G (Fall, Spring) Not offered regularly; consult department",Units arranged,Can be repeated for credit.,Opportunity for study of graduate-level topics related to electrical engineering and computer science but not included elsewhere in the curriculum. Registration under this subject normally used for situations involving small study groups. Normal registration is for 12 units. Registration subject to approval of professor in charge.,Consult Department Graduate Office,Special Subjects,G
6.S961,Special Studies: Electrical Engineering and Computer Science,,"G (Fall, Spring) Not offered regularly; consult department",Units arranged,Can be repeated for credit.,Opportunity for study of graduate-level topics related to electrical engineering and computer science but not included elsewhere in the curriculum. Registration under this subject normally used for situations involving small study groups. Normal registration is for 12 units. Registration subject to approval of professor in charge.,Consult Department Graduate Office,Special Subjects,G
6.S962,Special Studies: Electrical Engineering and Computer Science,,"G (Fall, Spring) Not offered regularly; consult department",Units arranged,Can be repeated for credit.,Opportunity for study of graduate-level topics related to electrical engineering and computer science but not included elsewhere in the curriculum. Registration under this subject normally used for situations involving small study groups. Normal registration is for 12 units. Registration subject to approval of professor in charge.,Consult Department Graduate Office,Special Subjects,G
6.S963-6.S967,Special Studies: EECS,,G (Fall),Units arranged,Can be repeated for credit.,Opportunity for study of graduate-level topics related to electrical engineering and computer science but not included elsewhere in the curriculum. Registration under this subject normally used for situations involving small study groups. Normal registration is for 12 units. Registration subject to approval of professor in charge. Consult the department for details.,Consult Department,Special Subjects,G
6.S974,Special Subject in Electrical Engineering and Computer Science,,G (Fall),Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S975,Special Subject in Electrical Engineering and Computer Science,,G (Fall) Not offered regularly; consult department,Units arranged [P/D/F],Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S976,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,G (Spring),Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S977,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,G (Fall),Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S978,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,G (Fall),Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S979,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,G (Fall) Not offered regularly; consult department,Units arranged,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S980,Special Subject in Electrical Engineering and Computer Science,,G (Fall) Not offered regularly; consult department,3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
6.S981,Special Subject in Electrical Engineering and Computer Science,Permission of instructor,G (Fall) Not offered regularly; consult department,3-0-9 units,Can be repeated for credit.,Covers subject matter not offered in the regular curriculum. Consult department to learn of offerings for a particular term.,Consult Department,Special Subjects,G
